Название;Населенный пункт;Линия;Звёзды;Рейтинг;Ссылка
Alem Regency Apart & Hotel;Коньяалты;через дорогу;3;4,00;https://tophotels.ru/hotel/al5358/reviews
Lidana;Коньяалты;2-я линия от моря;3;4,00;https://tophotels.ru/hotel/al13229/reviews
Elite Hotel;Коньяалты;2-я линия от моря;3;4,00;https://tophotels.ru/hotel/al5351/reviews
Sunset;Анталья-центр;2-я линия от моря;3;3,73;https://tophotels.ru/hotel/al12351/reviews
Nashira City Resort Hotel;Коньяалты;2-я линия от моря;4;3,67;https://tophotels.ru/hotel/al8953/reviews
Royal Melis;Анталья-центр;2-я линия от моря;2;3,33;https://tophotels.ru/hotel/al8888/reviews
Turkay;Коньяалты;1-я линия от моря;3;3,33;https://tophotels.ru/hotel/al6070/reviews
Iserlohan;Коньяалты;2-я линия от моря;2;3,17;https://tophotels.ru/hotel/al4955/reviews
Greenland Hotel;Лара;2-я линия от моря;3;3,05;https://tophotels.ru/hotel/al5604/reviews
Ring Downtown Hotel;"3,00                        
                        Размещение                    


                            3,00                        
                        Питание                    


                            3,00                        
                        Серви";----;;3,00;https://tophotels.ru/hotel/al327109/reviews
Rivera Suite (закрыт);Анталья-центр;2-я линия от моря;4;3,00;https://tophotels.ru/hotel/al11689/reviews
Esperanza;Лара;2-я линия от моря;2;3,00;https://tophotels.ru/hotel/al8911/reviews
Silvana;Лара;через дорогу;3;3,00;https://tophotels.ru/hotel/al4980/reviews
Ata-K;Коньяалты;2-я линия от моря;3;2,89;https://tophotels.ru/hotel/al726/reviews
De Paris;Лара;2-я линия от моря;3;2,56;https://tophotels.ru/hotel/al41453/reviews
Dionisus Hotel & Spa Lara;"2,00                        
                        Размещение                    


                            3,00                        
                        Питание                    


                            1,00                        
                        Серви";----;3;2,00;https://tophotels.ru/hotel/al329505/reviews
Hotel Villa Palas;Лара;2-я линия от моря;3;2,00;https://tophotels.ru/hotel/al28087/reviews
Villa Orhon;Лара;2-я линия от моря;3;2,00;https://tophotels.ru/hotel/al6049/reviews
Ilyo;Лара;3-я линия от моря;3;2,00;https://tophotels.ru/hotel/al5200/reviews
Lara Olivia;Лара;2-я линия от моря;4;1,93;https://tophotels.ru/hotel/al2460/reviews
Banina;Лара;2-я линия от моря;3;1,67;https://tophotels.ru/hotel/al13408/reviews
Koblenz;Коньяалты;2-я линия от моря;2;1,50;https://tophotels.ru/hotel/al845/reviews
Nar Sarisu Apart;"2,00                        
                        Размещение                    


                            1,00                        
                        Серви";----;;1,50;https://tophotels.ru/hotel/al324685/reviews
Espina Boutique Hotel;Пляжный;3-я линия от моря;4;1,33;https://tophotels.ru/hotel/al75161/reviews
Alpen Hotel;Коньяалты;2-я линия от моря;3;1,22;https://tophotels.ru/hotel/al13175/reviews
Palm;Лара;3-я линия от моря;2;1,00;https://tophotels.ru/hotel/al7397/reviews
Twenty;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167204
Elips Royal Hotel;Анталья-цент;----;4;1,00;https://tophotels.ru/hotel/al310020
Bypegasus Beach Flats;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al274456
Granada Villa;Коньяалты;центр;;1,00;https://tophotels.ru/hotel/al167113
B Business Hotel & Spa;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al309995
Hadrian Gate;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167732
Roza Apartments 2;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al167197
Minyon Hotel;Калеичи;центр;4;1,00;https://tophotels.ru/hotel/al167171
Karyatit;Коньяалты;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al54546
Golden Ring;Анталья-центр;1-я линия от моря;4;1,00;https://tophotels.ru/hotel/al11983
Mekvin Hotels Deniz Feneri Lighthouse;Ка;----;;1,00;https://tophotels.ru/hotel/al331235
Theluna Suite Hotel;Коньяалт;----;3;1,00;https://tophotels.ru/hotel/al330576
Shima Beach Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;4;1,00;https://tophotels.ru/hotel/al329449
Elysium Green Suites;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al326097
Kas Artemis Hotel;Ка;----;;1,00;https://tophotels.ru/hotel/al323511
Cap d'Perge Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al318704
Send Apart Hotel;Коньяалт;----;;1,00;https://tophotels.ru/hotel/al312571
Sky Kamer;Анталья-цент;----;;1,00;https://tophotels.ru/hotel/al308305
Hamarat Pension;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al277105
Saylam Suites Hotel;Каш;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al277104
Agatha Lodge & More Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al274458
Grand Kayalar Hotel;Городской;близко к центру;3;1,00;https://tophotels.ru/hotel/al238136
Saray Lara Hotel;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al238122
La Porte Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al238084
Kayahan Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al176726
Kale Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al175711
City Live;Городской;близко к центру;4;1,00;https://tophotels.ru/hotel/al172697
Vira Apart Hotel;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al172687
Lara Kapris;Лара;3-я линия от моря;3;1,00;https://tophotels.ru/hotel/al167359
Guleryuz;Городской;близко к центру;2;1,00;https://tophotels.ru/hotel/al167304
Sibel Pension;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al167261
Mevre Hotel;Городской;центр;3;1,00;https://tophotels.ru/hotel/al167255
Ozturk Hotel;Городской;центр;;1,00;https://tophotels.ru/hotel/al167192
Mera Park Hotel;Городской;центр;3;1,00;https://tophotels.ru/hotel/al167049
Antalya Lara Madi Hotel;Лара;окраина;;1,00;https://tophotels.ru/hotel/al154044
Address Residence;Лара;2-я линия от моря;4;1,00;https://tophotels.ru/hotel/al119895
Elegance East Hotel;Калеичи;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al115715
Aspen;Анталья-центр;2-я линия от моря;4;1,00;https://tophotels.ru/hotel/al93168
Club Barbarossa Hotel and Villas;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al89767
Hera Hotel Kas;Каш;1-я линия от моря;4;1,00;https://tophotels.ru/hotel/al54544
Kundu Holiday Village (закрыт);Аксу;1-я линия от моря;HV-;1,00;https://tophotels.ru/hotel/al13514
Brabant;Лара;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al5754
Fiore Garden Suites Boutique;Калеич;----;;1,00;https://tophotels.ru/hotel/al333446
Gazetta Suite Boutique;Калеич;----;;1,00;https://tophotels.ru/hotel/al333445
Quality Gold Suite Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al332877
Perast City Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al332590
Mielo Lara Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;4;1,00;https://tophotels.ru/hotel/al331933
MEDWORLD Health & Rehabilitation Center;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;5;1,00;https://tophotels.ru/hotel/al331867
Raw Beach Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al331807
Espina Prive Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al331727
Radisson Hotel Antalya;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al331236
Mekvin Suites & Villas;Ка;----;;1,00;https://tophotels.ru/hotel/al331092
Radisson Blu Hotel Kas;Ка;----;;1,00;https://tophotels.ru/hotel/al330933
Enda Lara Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al330868
RuinAdalia Hotel;Калеич;----;;1,00;https://tophotels.ru/hotel/al330766
Angelo Coffe Suites;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al330748
Optimum Luxury Hotel & Spa;Анталья-цент;----;;1,00;https://tophotels.ru/hotel/al330678
Isnova Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al330603
Pearly Hotel & Spa;Коньяалт;----;3;1,00;https://tophotels.ru/hotel/al330402
Qinn Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al330350
White Country Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al330347
Kas Lemon Hotel;Ка;----;;1,00;https://tophotels.ru/hotel/al330106
Stile Suite;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al330015
Falcon 1511 Boutique;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al329991
Sanct Akana Boutique Hotel & Spa;Калеич;----;3;1,00;https://tophotels.ru/hotel/al329916
Sare Suites Dowtown;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al329887
Sare Suites Oldtown;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al329885
Sare Beach Hotel;Коньяалт;----;;1,00;https://tophotels.ru/hotel/al329884
Mehmet Arif Bey Boutique Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al329204
Laroxx Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;5;1,00;https://tophotels.ru/hotel/al328708
OPERA Boutique Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al328707
Tut Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al328413
Ramona Kale;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al328074
Tu Casa Linda;Калеич;----;;1,00;https://tophotels.ru/hotel/al328073
Grand Niki Hotel & Spa;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al327753
Kairos Hotel;Ка;----;;1,00;https://tophotels.ru/hotel/al327664
Veranda Beach Suites;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al327650
Tema 242 Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al327639
Le Marden Hotel Spa;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al327527
Pukka Boutique Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al327421
Trend Suites;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;4;1,00;https://tophotels.ru/hotel/al327324
Lucky Monkey Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al327319
Guden Pearl;Коньяалт;----;4;1,00;https://tophotels.ru/hotel/al327270
Dam Hotel Lara;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al327157
Huma Elite Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al326744
Sun Suites Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al326166
Narr Twin;Ка;----;;1,00;https://tophotels.ru/hotel/al326162
Nur Beach Hotel;Ка;----;;1,00;https://tophotels.ru/hotel/al326161
Beta GuestHouse;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al326004
AG Hotels Antalya;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al325831
Privado Hotels;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al325827
Otto Palace;Адраса;----;;1,00;https://tophotels.ru/hotel/al325684
Yelken Apart Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al325556
Pure Blanche Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al325477
La Cactus Butik Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al325384
Pera Boutique Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al325360
Isinda Pansiyon;Ка;----;;1,00;https://tophotels.ru/hotel/al325131
Antalya Nun Hotel Junior;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al324842
Regna Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al324677
Lale Hotel Kas;Ка;----;;1,00;https://tophotels.ru/hotel/al324669
Grand Temel Butik Otel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al324662
Anelli Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al324628
Mene Suites;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al324611
SunAnatolia Otel;Калеич;----;;1,00;https://tophotels.ru/hotel/al324381
My New Hotel;Коньяалт;----;;1,00;https://tophotels.ru/hotel/al324328
Yazar Lara Hotel;Лар;----;3;1,00;https://tophotels.ru/hotel/al324264
Melanippe Relaxing Hotel;Кумлудж;----;;1,00;https://tophotels.ru/hotel/al323799
Expo Park Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al323759
Butiks Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al323758
The LifeCo Antalya Well-Being Detox Center and Vegan Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;5;1,00;https://tophotels.ru/hotel/al323469
Leaf Port Hotel;Коньяалт;----;5;1,00;https://tophotels.ru/hotel/al323452
Otel Bir;Лар;----;3;1,00;https://tophotels.ru/hotel/al323239
Ersoy Aga Otel;Анталья-цент;----;;1,00;https://tophotels.ru/hotel/al323032
White Cat Sevgi Otel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al322804
Ahsen Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al322744
La Casita Boutique Hotel;Кумлудж;----;;1,00;https://tophotels.ru/hotel/al322719
Rodinn Park Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al322553
Ramona Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al322550
Mia Boutique Hotel;Калеич;----;;1,00;https://tophotels.ru/hotel/al321985
Best Western Vib Antalya Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al321940
Kivrak Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;3;1,00;https://tophotels.ru/hotel/al321939
Let’stay Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al321936
Boutique House Mim-A;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al321116
Lavin Suites Hotel;Калеич;----;;1,00;https://tophotels.ru/hotel/al320262
Lara Palace Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al319429
Vista Boutique Hotel & Restaurant;Калеич;----;;1,00;https://tophotels.ru/hotel/al318996
Otium Boutique Castle Old Town;Калеич;----;;1,00;https://tophotels.ru/hotel/al318594
Mandalina Luxury Suites;Ка;----;;1,00;https://tophotels.ru/hotel/al318575
Char Me Hotel;Калеич;----;;1,00;https://tophotels.ru/hotel/al318536
Arkk Homes;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;;1,00;https://tophotels.ru/hotel/al318376
Lara Beach Homes;Лар;----;;1,00;https://tophotels.ru/hotel/al315772
Basaran Business Hotel;"Отель мало изучен                Вам есть что рассказать?                Напишите отзыв, 
                и будьте первыми!";----;5;1,00;https://tophotels.ru/hotel/al314973
Loft 1502;Анталья-цент;----;;1,00;https://tophotels.ru/hotel/al313667
Likya Gardens Hotel Kalkan;Ка;----;;1,00;https://tophotels.ru/hotel/al312530
Boutique Suite;Коньяалт;----;3;1,00;https://tophotels.ru/hotel/al311499
Cevik Palace Hotel;Анталья-цент;----;2;1,00;https://tophotels.ru/hotel/al311291
Hoyran Wedre Country Houses;Демр;----;;1,00;https://tophotels.ru/hotel/al308907
C & H Hotel Antalya;Калеич;----;;1,00;https://tophotels.ru/hotel/al308355
Sonmez Falezyum Residence;Акс;----;;1,00;https://tophotels.ru/hotel/al308294
Lifein Lara Villalari;Лара;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277504
Hideaway Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277134
Cemil Pansiyon;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277131
Ani Pension;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277129
Ates Pension;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al277127
Villa Dundar Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277118
Whitehouse Pension;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277117
Olympos Mocamp;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al277115
Talay Pansiyon;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al277113
Antiphellos Pension;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al277111
Denizci Pension;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277108
Eco-Art Farm;Каш;рядом;;1,00;https://tophotels.ru/hotel/al277107
Akkin Pansiyon;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277103
Pinar Pansiyon;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277102
Isler Pension;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277101
Antiphellos Villa;Пляжный;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al277100
Miramar Pansiyon;Каш;рядом;;1,00;https://tophotels.ru/hotel/al277099
Lantana Apart Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al277095
Aphrodite Pension;Каш;близко к центру;;1,00;https://tophotels.ru/hotel/al277092
Can Mocamp;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al277091
Hidirlik Pansiyon;Пляжный;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al274457
Villa Emperor Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al274453
Utku Rooms & Houses Antalya Hotel;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al274452
Denizer Park Houses Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al271028
Azura Park Studio Hotel;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al271013
Adrasan Parlak Apart Hotel;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al269675
Aga Motel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al260618
Pan Apart Otel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al260037
Best Apart Hotel;Каш;близко к центру;;1,00;https://tophotels.ru/hotel/al260025
Adrasan Sekerbahce Otel;Адрасан;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al257931
Elitay Otel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al257930
Eliz Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al242320
Pasha Apart Hotel;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al242306
Atherina Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al238060
Konak Motel;Адрасан;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al230827
Duru Suites;Лара;близко к центру;;1,00;https://tophotels.ru/hotel/al223170
Dogus Hotel;Городской;центр;3;1,00;https://tophotels.ru/hotel/al196835
Araucaria Hotel;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al185561
Korkuteli Baraj Hotel;Загородный;далеко;;1,00;https://tophotels.ru/hotel/al180313
Diva Residence Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al177050
Sonne Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al176724
Lycia Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al176723
Medusa Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al176721
Puya Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al176719
Mavilim Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al175733
Nur Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al175731
Lukka Exclusive Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al175730
Kas Maki Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175723
Cobanoglu Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175721
Kas Marin Hotel;Каш;1-я линия от моря;3;1,00;https://tophotels.ru/hotel/al175719
Thetis Kas;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175712
Ferah Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175709
Defne Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175707
Kekova Hotel;Каш;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al175704
Hadrian Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al175703
Begonvil Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175699
Arpia Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al175695
Doria Hotel Yacht Club Kas;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175694
Oreo Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175691
Nisa Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al175690
Saray Hotel;Каш;близко к центру;;1,00;https://tophotels.ru/hotel/al175688
Yesil Vadi Doga Hotel;Каш;далеко;;1,00;https://tophotels.ru/hotel/al175608
Meis Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al175607
Narr Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al175606
Oscar Kas;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175605
Sardunya Hotel;Каш;через дорогу;;1,00;https://tophotels.ru/hotel/al175604
UpperHouse Hotel;Каш;2-я линия от моря;4;1,00;https://tophotels.ru/hotel/al175593
Sea View Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175377
Rhapsody Hotel;Каш;далеко;;1,00;https://tophotels.ru/hotel/al175375
Likya Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al175372
Kas Uygulama Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175368
Kas Doga Park Hotel;Каш;далеко;;1,00;https://tophotels.ru/hotel/al175365
Delos Beach Hotel;Каш;1-я линия от моря;;1,00;https://tophotels.ru/hotel/al175362
Cinar Butik;Каш;2-я линия от моря;3;1,00;https://tophotels.ru/hotel/al175357
Koza Hotel;Каш;центр;;1,00;https://tophotels.ru/hotel/al175333
Sunset Villa Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175253
Peace Hotel;Каш;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175252
Narnia Hotel;Каш;далеко;;1,00;https://tophotels.ru/hotel/al175251
Hermes Hotel;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al175244
Mini Saray Hotel;Каш;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al174343
Nergiz;Анталья-центр;центр;;1,00;https://tophotels.ru/hotel/al173526
Arinna Park;Коньяалты;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al173074
Sehir;Городской;центр;2;1,00;https://tophotels.ru/hotel/al172704
Mutado;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al172702
Lale Apart Hotel;Городской;близко к центру;;1,00;https://tophotels.ru/hotel/al172701
Kaleici Ozkavak;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al172700
Cagan;Коньяалты;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al172696
Bayindir Palme;Пляжный;3-я линия от моря;;1,00;https://tophotels.ru/hotel/al172695
Basel;Коньяалты;2-я линия от моря;2;1,00;https://tophotels.ru/hotel/al172694
Artemiss;Калеичи;центр;;1,00;https://tophotels.ru/hotel/al172690
Helene Apart Hotel;Лара;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al172689
Marka;Городской;центр;;1,00;https://tophotels.ru/hotel/al172686
Yavuz Motel;Адрасан;далеко;;1,00;https://tophotels.ru/hotel/al171847
Ottoman Palace;Загородный;далеко;;1,00;https://tophotels.ru/hotel/al171845
Monte & Mare Boutique;Пляжный;2-я линия от моря;;1,00;https://tophotels.ru/hotel/al171844
