Название;Населенный пункт;Линия;Звёзды;Рейтинг;Ссылка
Alanya Risus Park Hotel;Пляжный;2-я линия от моря;3;4,05;https://tophotels.ru/hotel/al48988/reviews
Kleopatra Sahara;Пляжный;через дорогу;2;3,84;https://tophotels.ru/hotel/al48265/reviews
Blue Velvet;Махмутлар;2-я линия от моря;3;3,91;https://tophotels.ru/hotel/al48196/reviews
Cleopatra Golden Beach;Аланья-цент;----;3;4,13;https://tophotels.ru/hotel/al310104/reviews
Orient Suite;Пляжный;через дорогу;3;4,29;https://tophotels.ru/hotel/al49194/reviews
Club Star Beach;Окурджалар;1-я линия от моря;3;3,4;https://tophotels.ru/hotel/al32386/reviews
Club Big Blue Suit Hotel;Аланья-центр;2-я линия от моря;4;4,55;https://tophotels.ru/hotel/al11994/reviews
Club Titan;Махмутлар;через дорогу;4;4,33;https://tophotels.ru/hotel/al4747/reviews
Kleopatra Moon Suit Hotel;Пляжный;2-я линия от моря;3;3;https://tophotels.ru/hotel/al53975/reviews
Royal Garden Suite;Пляжный;1-я линия от моря;4;4,75;https://tophotels.ru/hotel/al4728/reviews
Infinity Beach;Пляжный;1-я линия от моря;4;3,52;https://tophotels.ru/hotel/al115282/reviews
San Marin (закрыт);Конаклы;2-я линия от моря;4;3,21;https://tophotels.ru/hotel/al6044/reviews
Yalihan Una Hotel;Авсаллар;1-я линия от моря;4;4,48;https://tophotels.ru/hotel/al4724/reviews
Gunes House;Аланья-центр;через дорогу;3;4,35;https://tophotels.ru/hotel/al33361/reviews
Arsi Hotel;Аланья-центр;2-я линия от моря;4;4,05;https://tophotels.ru/hotel/al26088/reviews
Kleopatra Arsi;Пляжный;1-я линия от моря;3;3,51;https://tophotels.ru/hotel/al104652/reviews
Klas Boutique Hotel;Махмутлар;1-я линия от моря;3;3,93;https://tophotels.ru/hotel/al47190/reviews
Gardenia Beach;Окурджалар;1-я линия от моря;4;4,66;https://tophotels.ru/hotel/al4748/reviews
Akropol;Аланья-центр;2-я линия от моря;4;4,26;https://tophotels.ru/hotel/al4742/reviews
Opia Boutique Hotel (ex.Konakli Nergis);Конаклы;2-я линия от моря;;4,54;https://tophotels.ru/hotel/al90924/reviews
Kingas Hotel;Аланья-центр;через дорогу;3;3,65;https://tophotels.ru/hotel/al17113/reviews
Grand Atilla;Обакёй;1-я линия от моря;3;4,44;https://tophotels.ru/hotel/al5026/reviews
Royal Ideal Beach Hotel;Пляжный;1-я линия от моря;4;3,39;https://tophotels.ru/hotel/al48444/reviews
Sey Beach Hotel & Spa;Аланья-центр;1-я линия от моря;4;4,18;https://tophotels.ru/hotel/al310448/reviews
Top Hotel;Авсаллар;1-я линия от моря;4;4,25;https://tophotels.ru/hotel/al48141/reviews
Bilkay;Аланья-центр;через дорогу;3;4,16;https://tophotels.ru/hotel/al12429/reviews
Kleopatra Royal Palm;Пляжный;через дорогу;4;4,01;https://tophotels.ru/hotel/al42292/reviews
Kleopatra Sun Light Hotel;Пляжный;2-я линия от моря;3;3,38;https://tophotels.ru/hotel/al101484/reviews
Ramira City Hotel;Аланья-центр;2-я линия от моря;4;4,85;https://tophotels.ru/hotel/al7459/reviews
Sun Vera Hotel;Пляжный;2-я линия от моря;;3,95;https://tophotels.ru/hotel/al201981/reviews
Long Beach Harmony;Пляжный;1-я линия от моря;5;4,34;https://tophotels.ru/hotel/al132778/reviews
Remi Kleopatra;Аланья-центр;1-я линия от моря;4;4,23;https://tophotels.ru/hotel/al7623/reviews
Nergiz Hotel Sand & City;Аланья-центр;через дорогу;3;3,98;https://tophotels.ru/hotel/al106714/reviews
Kleopatra Ikiz;Пляжный;1-я линия от моря;3;3,71;https://tophotels.ru/hotel/al54072/reviews
Kleopatra Fatih;Аланья-центр;через дорогу;3;4,14;https://tophotels.ru/hotel/al33603/reviews
Xoria Deluxe Hotel;Пляжный;через дорогу;5;4,29;https://tophotels.ru/hotel/al317834/reviews
Klas Dom Suite Annexe;Махмутлар;2-я линия от моря;3;4,16;https://tophotels.ru/hotel/al24893/reviews
Arsi Enfi City Beach Hotel;"38%

                            для отдыха с друзьями                        




                            3,41                        
                        Размещение                    


                            4,09                        
                        Питание                    


                            3,70                        
                        Сервис                    


                                3,90                            
                            Номера                        


                                3,30                            
                            WiFi                        


                                3,00                            
                            Удобная парковк";----;4;3,73;https://tophotels.ru/hotel/al314101/reviews
Floria Beach Hotel;Аланья-центр;1-я линия от моря;3;3,9;https://tophotels.ru/hotel/al17765/reviews
Scylax Family Club;Махмутлар;1-я линия от моря;5;3,62;https://tophotels.ru/hotel/al323835/reviews
Catinsos Beach Garden Hotel;Тюркле;----;4;3;https://tophotels.ru/hotel/al319303/reviews
Sealine Hotel;Пляжный;2-я линия от моря;3;4,78;https://tophotels.ru/hotel/al53976/reviews
Kleopatra Blue Hawaii;Пляжный;через дорогу;;4,11;https://tophotels.ru/hotel/al189480/reviews
Happy Dream Beach;Конаклы;через дорогу;3;3,67;https://tophotels.ru/hotel/al28436/reviews
Ares;Махмутлар;через дорогу;4;3,07;https://tophotels.ru/hotel/al4743/reviews
Kleopatra Micador Hotel;Аланья-центр;2-я линия от моря;4;4,17;https://tophotels.ru/hotel/al25072/reviews
Campus Hill Hotel & Spa;Кестел;----;5;3,99;https://tophotels.ru/hotel/al317716/reviews
Club Dizalya;Конаклы;1-я линия от моря;4;4,42;https://tophotels.ru/hotel/al11979/reviews
Eftalia Downtown;Аланья-центр;1-я линия от моря;3;4,58;https://tophotels.ru/hotel/al7102/reviews
Lemon Beach;Конаклы;через дорогу;3;3,87;https://tophotels.ru/hotel/al12009/reviews
Primera Suite;Пляжный;2-я линия от моря;3;4,58;https://tophotels.ru/hotel/al62516/reviews
Sunprime C-Lounge;Обакёй;через дорогу;5;4,77;https://tophotels.ru/hotel/al182671/reviews
Selene Beach & Spa Hotel;Пляжный;1-я линия от моря;4;4,6;https://tophotels.ru/hotel/al309236/reviews
Grand Uysal Beach Hotel;Обакёй;через дорогу;4;4,16;https://tophotels.ru/hotel/al33701/reviews
Kleopatra Beach;Пляжный;через дорогу;4;3,91;https://tophotels.ru/hotel/al62143/reviews
Grand Zaman Garden;Аланья-центр;2-я линия от моря;4;4,48;https://tophotels.ru/hotel/al26387/reviews
Muz;Аланья-центр;1-я линия от моря;3;3,86;https://tophotels.ru/hotel/al12492/reviews
Merhaba;Аланья-центр;через дорогу;3;3,76;https://tophotels.ru/hotel/al28224/reviews
Best Holiday Otel;Махмутлар;2-я линия от моря;3;3,49;https://tophotels.ru/hotel/al5175/reviews
Viva Beach Otel;Махмутлар;через дорогу;3;3,54;https://tophotels.ru/hotel/al12008/reviews
Bin Billa Hotel;Обакёй;2-я линия от моря;3;2,86;https://tophotels.ru/hotel/al41868/reviews
Alanis (закрыт);Конаклы;через дорогу;4;3,49;https://tophotels.ru/hotel/al900/reviews
Oba Star;Пляжный;через дорогу;4;4,2;https://tophotels.ru/hotel/al51583/reviews
Kleopatra Life Hotel;Аланья-центр;через дорогу;4;4,22;https://tophotels.ru/hotel/al13472/reviews
Green Life Hotel;Кестел;----;;3,3;https://tophotels.ru/hotel/al314613/reviews
Mylome Luxury Hotel Resort;Окурджалар;1-я линия от моря;5;4,52;https://tophotels.ru/hotel/al323538/reviews
Lonicera World Hotels;Тюрклер;1-я линия от моря;4;4,42;https://tophotels.ru/hotel/al5081/reviews
Blue Marlin Deluxe Spa & Resort;Конаклы;2-я линия от моря;5;4,86;https://tophotels.ru/hotel/al324102/reviews
Bora Bora Butik;Пляжный;через дорогу;3;4,39;https://tophotels.ru/hotel/al53977/reviews
Lonicera Premium;Авсаллар;1-я линия от моря;5;4,67;https://tophotels.ru/hotel/al321131/reviews
Grand Kolibri Prestige & Spa;"32%

                            для отдыха с друзьями                        




                            4,30                        
                        Размещение                    


                            3,93                        
                        Питание                    


                            4,05                        
                        Сервис                    


                                4,40                            
                            Номера                        


                                4,20                            
                            Удобная парковка                        


                                4,20                            
                            Анимаци";----;5;4,09;https://tophotels.ru/hotel/al325640/reviews
Parador;Аланья-центр;через дорогу;3;4,63;https://tophotels.ru/hotel/al5318/reviews
Grand Cortez Resort Hotel & Spa (ex.Bayar Family Resort Hotel & Spa);Конаклы;1-я линия от моря;5;3,67;https://tophotels.ru/hotel/al35634/reviews
Cleopatra Tac Hotel & SPA;Пляжный;2-я линия от моря;3;4,08;https://tophotels.ru/hotel/al152104/reviews
Lonicera Kosdere;Аланья-центр;1-я линия от моря;3;4,3;https://tophotels.ru/hotel/al41941/reviews
Oncul Beach Hotel Alanya;Пляжный;через дорогу;3;3,62;https://tophotels.ru/hotel/al160698/reviews
Kleopatra Aytur Apart Hotel;Пляжный;2-я линия от моря;2;3,35;https://tophotels.ru/hotel/al140496/reviews
Maren Beach Suite;Пляжный;1-я линия от моря;3;3,89;https://tophotels.ru/hotel/al49792/reviews
Kleopatra Ada;Пляжный;через дорогу;4;3,51;https://tophotels.ru/hotel/al47798/reviews
Alin Hotel;Пляжный;1-я линия от моря;3;4,4;https://tophotels.ru/hotel/al132377/reviews
Relax Beach Hotel;"30%

                            для отдыха с семьёй                        




                            3,86                        
                        Размещение                    


                            3,60                        
                        Питание                    


                            3,67                        
                        Сервис                    


                                4,00                            
                            WiFi                        


                                3,80                            
                            Номера                        


                                3,00                            
                            Удобная парковк";----;4;3,71;https://tophotels.ru/hotel/al325749/reviews
Alaiye Kleopatra Hotel & Apart;Аланья-центр;через дорогу;4;4,66;https://tophotels.ru/hotel/al17094/reviews
Neray;Пляжный;2-я линия от моря;3;3,66;https://tophotels.ru/hotel/al52218/reviews
Dayi Diamond;Махмутлар;через дорогу;3;3,17;https://tophotels.ru/hotel/al87755/reviews
Big Blue Sky Hotel;Аланья-центр;через дорогу;4;4,09;https://tophotels.ru/hotel/al2400/reviews
Kaila City Hotel;Пляжный;1-я линия от моря;4;4,36;https://tophotels.ru/hotel/al322332/reviews
Kleopatra Balik Hotel;Пляжный;1-я линия от моря;3;3,5;https://tophotels.ru/hotel/al54071/reviews
Panorama;Аланья-центр;1-я линия от моря;4;4,77;https://tophotels.ru/hotel/al12834/reviews
San Francisco Beach Hotel;Аланья-цент;----;3;2,62;https://tophotels.ru/hotel/al311992/reviews
Sentido Golden Bay;Пляжный;через дорогу;4;4,64;https://tophotels.ru/hotel/al76197/reviews
Carmen Suite Apart;Аланья-цент;----;;3,29;https://tophotels.ru/hotel/al311622/reviews
Gungor Suit Otel;Аланья-центр;через дорогу;3;4,06;https://tophotels.ru/hotel/al5133/reviews
Pera Hotel Alanya;Пляжный;2-я линия от моря;;3,69;https://tophotels.ru/hotel/al166538/reviews
Kleopatra Gondola (закрыт);Аланья-центр;2-я линия от моря;3;3,66;https://tophotels.ru/hotel/al39859/reviews
Grand Okan;Пляжный;через дорогу;4;4,23;https://tophotels.ru/hotel/al40438/reviews
Yetkin Club Hotel;Инджеку;----;4;4,91;https://tophotels.ru/hotel/al311703/reviews
Milano Beach Family Hotel;Махмутла;----;3;3,02;https://tophotels.ru/hotel/al310863/reviews
The Marilis Hill Resort Hotel & Spa;Окурджала;----;5;4,01;https://tophotels.ru/hotel/al322218/reviews
Glaros;Аланья-центр;2-я линия от моря;3;3,39;https://tophotels.ru/hotel/al39858/reviews
Azak Beach;Пляжный;1-я линия от моря;3;3,8;https://tophotels.ru/hotel/al146447/reviews
Hawaii Suite Beach;Пляжный;через дорогу;3;3,67;https://tophotels.ru/hotel/al166545/reviews
Holiday World;Пляжный;2-я линия от моря;3;2,68;https://tophotels.ru/hotel/al51182/reviews
Sette Serenity Hotel;Городской;близко к центру;4;4,03;https://tophotels.ru/hotel/al324140/reviews
Blue Dream;Аланья-центр;через дорогу;3;3,62;https://tophotels.ru/hotel/al33729/reviews
Temiz;Пляжный;3-я линия от моря;3;3,44;https://tophotels.ru/hotel/al64849/reviews
Elysee Beach;Пляжный;1-я линия от моря;3;4,52;https://tophotels.ru/hotel/al40437/reviews
Arsi Sweet Suit Hotel;Аланья-центр;2-я линия от моря;3;3,67;https://tophotels.ru/hotel/al304879/reviews
Leganya Beach Suite Hotel;Махмутлар;1-я линия от моря;3;3,25;https://tophotels.ru/hotel/al53912/reviews
Elysee Hotel;Пляжный;1-я линия от моря;4;4,33;https://tophotels.ru/hotel/al51410/reviews
Cimen Hotel;Пляжный;через дорогу;3;4,87;https://tophotels.ru/hotel/al166504/reviews
Riviera Hotel & Spa;Аланья-центр;через дорогу;4;4,83;https://tophotels.ru/hotel/al92496/reviews
Blue Island Hotel;Пляжный;1-я линия от моря;3;3,61;https://tophotels.ru/hotel/al78606/reviews
White Inn (закрыт);Пляжный;через дорогу;3;3,5;https://tophotels.ru/hotel/al63918/reviews
Ergun;Аланья-центр;2-я линия от моря;3;4,05;https://tophotels.ru/hotel/al41429/reviews
XO Alanya Hotel (закрыт);Пляжный;через дорогу;3;3,39;https://tophotels.ru/hotel/al122826/reviews
Barhan Hotel;"40%

                            для отдыха с друзьями                        




                            3,82                        
                        Размещение                    


                            3,09                        
                        Питание                    


                            3,64                        
                        Сервис                    


                                3,40                            
                            WiFi                        


                                3,20                            
                            Номера                        


                                2,80                            
                            Удобная парковк";----;3;3,52;https://tophotels.ru/hotel/al320652/reviews
Miray;Пляжный;через дорогу;3;4,88;https://tophotels.ru/hotel/al54076/reviews
May Flower Apart Hotel;Аланья-центр;центр;;4,46;https://tophotels.ru/hotel/al311538/reviews
Grand Zaman;Аланья-центр;через дорогу;4;4,24;https://tophotels.ru/hotel/al7624/reviews
Sonata Villa;Пляжный;2-я линия от моря;4;3,95;https://tophotels.ru/hotel/al166541/reviews
Parador Suite Hotel;Пляжный;2-я линия от моря;;3,78;https://tophotels.ru/hotel/al166537/reviews
Anilgan;Аланья-центр;через дорогу;3;3,16;https://tophotels.ru/hotel/al2407/reviews
Atlanta;Каргыджак;1-я линия от моря;3;3,24;https://tophotels.ru/hotel/al13247/reviews
Club West Garden;Конаклы;1-я линия от моря;3;2,5;https://tophotels.ru/hotel/al48348/reviews
Villa Moonflower Apart Hotel;Городской;центр;;4,2;https://tophotels.ru/hotel/al242311/reviews
Mikado Beach Hotel;Аланья-центр;через дорогу;3;2,8;https://tophotels.ru/hotel/al5660/reviews
Rubi Platinum Sign;Тюркле;----;5;4,81;https://tophotels.ru/hotel/al330046/reviews
Club Sidar;Аланья-центр;2-я линия от моря;3;4,33;https://tophotels.ru/hotel/al90362/reviews
Anjeliq Downtown;Аланья-цент;----;;4,12;https://tophotels.ru/hotel/al318182/reviews
Sole Resort (закрыт);Конаклы;2-я линия от моря;4;3,05;https://tophotels.ru/hotel/al69052/reviews
Grand Kayra Beach Hotel;"25%

                            для отдыха с друзьями                        




                            3,21                        
                        Размещение                    


                            2,83                        
                        Питание                    


                            2,91                        
                        Серви";----;4;2,98;https://tophotels.ru/hotel/al326925/reviews
Sun On Apartment;Пляжный;через дорогу;;4,61;https://tophotels.ru/hotel/al166546/reviews
Kleopatra Aydin;Пляжный;через дорогу;3;3,36;https://tophotels.ru/hotel/al166514/reviews
Merlin Laris;Обакёй;2-я линия от моря;3;2,91;https://tophotels.ru/hotel/al11491/reviews
Mirage Suite;Аланья-центр;2-я линия от моря;3;2,94;https://tophotels.ru/hotel/al34045/reviews
Sunny Hill Alya;Пляжный;2-я линия от моря;3;4,44;https://tophotels.ru/hotel/al166548/reviews
Blue Diamond Alya Hotel;"30%

                            для отдыха с детьми                        




                            4,90                        
                        Размещение                    


                            4,90                        
                        Питание                    


                            4,90                        
                        Серви";----;4;4,9;https://tophotels.ru/hotel/al308324/reviews
Park Hotel;Пляжный;2-я линия от моря;2;4,89;https://tophotels.ru/hotel/al137650/reviews
Sevki Bey;Махмутлар;через дорогу;3;3,79;https://tophotels.ru/hotel/al11799/reviews
Vella Beach Hotel;Аланья-цент;----;3;2,42;https://tophotels.ru/hotel/al312599/reviews
Kleopatra Develi;Аланья-центр;через дорогу;2;4,4;https://tophotels.ru/hotel/al40153/reviews
Gardenia Hotel;Пляжный;1-я линия от моря;4;4,3;https://tophotels.ru/hotel/al53978/reviews
Anjelique House;Аланья-центр;1-я линия от моря;3;3,17;https://tophotels.ru/hotel/al22371/reviews
Best Beach Hotel Alanya;Аланья-центр;через дорогу;3;3,45;https://tophotels.ru/hotel/al33071/reviews
Forte Liberty Family Garden Resort (закрыт);Конаклы;1-я линия от моря;5;3,35;https://tophotels.ru/hotel/al36222/reviews
Villa Augusto;Конаклы;1-я линия от моря;;5;https://tophotels.ru/hotel/al106715/reviews
Sea Sight;Обакёй;через дорогу;4;4,28;https://tophotels.ru/hotel/al28090/reviews
Pekcan;Пляжный;2-я линия от моря;3;3,83;https://tophotels.ru/hotel/al108603/reviews
Ramira Joy Hotel;Пляжный;2-я линия от моря;4;4,79;https://tophotels.ru/hotel/al48542/reviews
Kleopatra Bebek;Аланья-центр;через дорогу;2;3,48;https://tophotels.ru/hotel/al40154/reviews
Comfort Suites;"43%

                            для отдыха с детьми                        




                            5,00                        
                        Размещение                    


                            5,00                        
                        Сервис                    


                                4,80                            
                            Номер";----;;5;https://tophotels.ru/hotel/al320331/reviews
Pasha Beach Hotel;Махмутлар;2-я линия от моря;3;4,5;https://tophotels.ru/hotel/al94072/reviews
Kleopatra Dreams Beach;Аланья-центр;через дорогу;3;4,24;https://tophotels.ru/hotel/al5073/reviews
Melani;Обакёй;через дорогу;3;3,33;https://tophotels.ru/hotel/al5134/reviews
Green Garden Suites;Пляжный;2-я линия от моря;;5;https://tophotels.ru/hotel/al173511/reviews
Sifalar Hotel;Аланья-центр;2-я линия от моря;4;4,63;https://tophotels.ru/hotel/al13294/reviews
Caligo Apartments;Аланья-центр;через дорогу;;4,33;https://tophotels.ru/hotel/al90128/reviews
Kaptan;Аланья-центр;1-я линия от моря;4;4,2;https://tophotels.ru/hotel/al53608/reviews
Bella Bravo Suite;Пляжный;через дорогу;3;3,97;https://tophotels.ru/hotel/al166499/reviews
Serenity Queen Hotel;Конаклы;1-я линия от моря;5;4,65;https://tophotels.ru/hotel/al327613/reviews
Kleopatra Ada Beach;Пляжный;2-я линия от моря;;3,67;https://tophotels.ru/hotel/al173449/reviews
Gold Hotel;Аланья-центр;через дорогу;3;4,16;https://tophotels.ru/hotel/al13282/reviews
Adin Beach Hotel;Загородный;рядом;5;5;https://tophotels.ru/hotel/al68699/reviews
Vega Green Apart Hotel;"40%

                            для отдыха с семьёй                        




                            5,00                        
                        Размещение                    


                            5,00                        
                        Серви";----;;5;https://tophotels.ru/hotel/al315359/reviews
Mitos Apartment;Пляжный;2-я линия от моря;;4,83;https://tophotels.ru/hotel/al166524/reviews
Monte Carlo Park Hotel;Пляжный;2-я линия от моря;3;4,75;https://tophotels.ru/hotel/al244986/reviews
Hatipoglu;Пляжный;2-я линия от моря;3;4,2;https://tophotels.ru/hotel/al40439/reviews
Kleopatra Bavyera Hotel;Аланья-центр;через дорогу;2;4;https://tophotels.ru/hotel/al93221/reviews
Uk Blue Coast Hotel;"40%

                            для отдыха парой                        




                            4,10                        
                        Размещение                    


                            3,80                        
                        Питание                    


                            4,60                        
                        Серви";----;4;4,17;https://tophotels.ru/hotel/al331046/reviews
Adenya Hotel & Resort;Пляжный;1-я линия от моря;5;5;https://tophotels.ru/hotel/al81987/reviews
Numa Port Hotel (ex.Quattro City Seaport Hotel);Пляжный;2-я линия от моря;4;4,83;https://tophotels.ru/hotel/al20049/reviews
Royalisa City Apart Hotel;Аланья-центр;2-я линия от моря;3;4,25;https://tophotels.ru/hotel/al326454/reviews
Riviera Zen Hotel;Аланья-центр;через дорогу;3;5;https://tophotels.ru/hotel/al11887/reviews
Savk;Аланья-центр;1-я линия от моря;4;3,67;https://tophotels.ru/hotel/al35762/reviews
Isabella Aparthotel;Аланья-цент;----;3;3,58;https://tophotels.ru/hotel/al308304/reviews
North Point;Пляжный;2-я линия от моря;;3,49;https://tophotels.ru/hotel/al172442/reviews
Asem Hotel;"50%

                            для отдыха с друзьями                        




                            4,00                        
                        Размещение                    


                            2,33                        
                        Питание                    


                            3,40                        
                        Серви";----;3;3,24;https://tophotels.ru/hotel/al312848/reviews
Doris Aytur;Махмутлар;через дорогу;3;3,76;https://tophotels.ru/hotel/al24895/reviews
Semt Luna Beach Hotel;Пляжный;1-я линия от моря;3;2,91;https://tophotels.ru/hotel/al47806/reviews
Europa Park;Пляжный;3-я линия от моря;3;2,46;https://tophotels.ru/hotel/al67519/reviews
Alaaddin Beach;Пляжный;1-я линия от моря;3;5;https://tophotels.ru/hotel/al166481/reviews
Elite Luxury Suite & Spa;Пляжный;1-я линия от моря;5;5;https://tophotels.ru/hotel/al319628/reviews
Azura Park Residence Apart Hotel;Махмутлар;3-я линия от моря;;5;https://tophotels.ru/hotel/al277561/reviews
Belle Ocean Apart Hotel;Пляжный;через дорогу;;3,83;https://tophotels.ru/hotel/al166502/reviews
Blue Heaven;Аланья-центр;2-я линия от моря;;3,83;https://tophotels.ru/hotel/al93267
Green House City Hotel;"67%

                            для отдыха парой                        




                            5,00                        
                        Размещение                    


                            4,00                        
                        Питание                    


                            4,17                        
                        Серви";----;3;4,39;https://tophotels.ru/hotel/al332554/reviews
Graf Victor Hotel;Кестель;1-я линия от моря;;4,08;https://tophotels.ru/hotel/al316400/reviews
Yaman Life Hotel;"67%

                            для отдыха парой                        




                            4,00                        
                        Размещение                    


                            3,00                        
                        Питание                    


                            5,00                        
                        Серви";----;3;4;https://tophotels.ru/hotel/al324678/reviews
Banana Star (закрыт);Городской;близко к центру;3;3,75;https://tophotels.ru/hotel/al150668/reviews
Club Hit;Инджекум;1-я линия от моря;3;3,09;https://tophotels.ru/hotel/al5247/reviews
Alanya Beach;Аланья-центр;1-я линия от моря;3;5;https://tophotels.ru/hotel/al64659/reviews
La Finca Hotel;Пляжный;2-я линия от моря;;4,67;https://tophotels.ru/hotel/al163174/reviews
Anahtar Apart;Аланья-центр;через дорогу;;3,75;https://tophotels.ru/hotel/al93085/reviews
Erciyes;Аланья-центр;1-я линия от моря;3;3,48;https://tophotels.ru/hotel/al41974/reviews
My Diva Hotel;Пляжный;2-я линия от моря;3;3,44;https://tophotels.ru/hotel/al144504/reviews
Ozcan;Аланья-центр;через дорогу;3;4,08;https://tophotels.ru/hotel/al12733/reviews
Selinus;Газипаша;через дорогу;3;2,53;https://tophotels.ru/hotel/al6093/reviews
Moon Light Hotel;Пляжный;2-я линия от моря;3;2,5;https://tophotels.ru/hotel/al69181/reviews
Amanos Beach;Конаклы;2-я линия от моря;3;2,63;https://tophotels.ru/hotel/al737/reviews
Kervansaray Otel;Махмутлар;3-я линия от моря;3;2,44;https://tophotels.ru/hotel/al67825/reviews
Club Cemar Beach;Авсаллар;1-я линия от моря;3;2,68;https://tophotels.ru/hotel/al25777/reviews
TUI Blue Pascha Bay;Конаклы;1-я линия от моря;4;5;https://tophotels.ru/hotel/al135311/reviews
My Home Apart Hotel;Аланья-цент;----;;5;https://tophotels.ru/hotel/al312049/reviews
Melody Hotel;Пляжный;2-я линия от моря;;5;https://tophotels.ru/hotel/al170570/reviews
Lemon Villa;Пляжный;1-я линия от моря;;5;https://tophotels.ru/hotel/al166519/reviews
Baronessa Apartment;Пляжный;3-я линия от моря;;5;https://tophotels.ru/hotel/al166494/reviews
Banana Anfora Hotel;Обакёй;через дорогу;4;4,89;https://tophotels.ru/hotel/al40142/reviews
Doris Aytur City;"50%

                            для отдыха с детьми                        




                            5,00                        
                        Размещение                    


                            4,00                        
                        Питание                    


                            5,00                        
                        Серви";----;3;4,67;https://tophotels.ru/hotel/al320582/reviews
Murat;Пляжный;2-я линия от моря;;4,67;https://tophotels.ru/hotel/al142453/reviews
Mesut Hotel Family Suite;Пляжный;2-я линия от моря;3;4,67;https://tophotels.ru/hotel/al54112/reviews
Club Alanka (закрыт);Махмутлар;через дорогу;3;3,95;https://tophotels.ru/hotel/al757/reviews
Aurora (закрыт);Аланья-центр;2-я линия от моря;2;3,89;https://tophotels.ru/hotel/al20668/reviews
Alya;Обакёй;через дорогу;3;3,77;https://tophotels.ru/hotel/al9207/reviews
Holiday R Beach;Конаклы;через дорогу;3;3,72;https://tophotels.ru/hotel/al5041/reviews
Wien;Пляжный;через дорогу;3;3,67;https://tophotels.ru/hotel/al54363/reviews
Almera Park Apartment;Пляжный;2-я линия от моря;;3,67;https://tophotels.ru/hotel/al166483
Litera Sun Garden;Пляжный;через дорогу;3;3,67;https://tophotels.ru/hotel/al94140
Venessa Beach;Аланья-центр;1-я линия от моря;3;3,67;https://tophotels.ru/hotel/al92751
Hildegard Hotel;Пляжный;2-я линия от моря;;3,67;https://tophotels.ru/hotel/al236980
Mahmutlar;Махмутлар;2-я линия от моря;3;3,67;https://tophotels.ru/hotel/al26207
Damlatas Elegant Apartment;Пляжный;2-я линия от моря;;5;https://tophotels.ru/hotel/al166613/reviews
Best House Hotel;Аланья-центр;3-я линия от моря;;4,83;https://tophotels.ru/hotel/al93262/reviews
Vera Beach (закрыт);Пляжный;через дорогу;3;4,56;https://tophotels.ru/hotel/al42804/reviews
Boulevard Hotel;Пляжный;через дорогу;4;4,28;https://tophotels.ru/hotel/al188996/reviews
Avlion Hotel;"100%

                            для отдыха с друзьями                        




                            4,25                        
                        Размещение                    


                            4,00                        
                        Питание                    


                            4,50                        
                        Серви";----;3;4,25;https://tophotels.ru/hotel/al331923/reviews
Wome Deluxe Hotel;Авсаллар;1-я линия от моря;5;3,33;https://tophotels.ru/hotel/al305983/reviews
Natur;Конаклы;через дорогу;3;2,17;https://tophotels.ru/hotel/al11426/reviews
Asia Beach;Махмутлар;через дорогу;3;1,54;https://tophotels.ru/hotel/al33013/reviews
Twin Apartment;Пляжный;через дорогу;;1,54;https://tophotels.ru/hotel/al166642
Green Life;Инджекум;1-я линия от моря;3;4,56;https://tophotels.ru/hotel/al370/reviews
Royalisa Palmiye Beach Hotel;Пляжный;1-я линия от моря;3;1,67;https://tophotels.ru/hotel/al103848/reviews
Bella Rose;Обакёй;2-я линия от моря;3;3,79;https://tophotels.ru/hotel/al33061/reviews
Cleo Mare Hotel & Apart Hotel;Аланья-центр;через дорогу;3;3,9;https://tophotels.ru/hotel/al5569/reviews
Elegant Apart & Hotel;Обакёй;2-я линия от моря;3;3,17;https://tophotels.ru/hotel/al9086/reviews
Seckin;Аланья-центр;через дорогу;2;2,62;https://tophotels.ru/hotel/al17118/reviews
Renda Suite;Обакёй;2-я линия от моря;3;3,52;https://tophotels.ru/hotel/al19684/reviews
Kleopatra Smile Hotel;"100%

                            для отдыха с друзьями                        




                            3,60                        
                        Размещение                    


                            2,80                        
                        Питание                    


                            3,20                        
                        Серви";----;3;3,2;https://tophotels.ru/hotel/al326523/reviews
Sefa Bey;Аланья-центр;2-я линия от моря;3;2,31;https://tophotels.ru/hotel/al6047/reviews
Deniz Suit Hotel;Махмутлар;через дорогу;;2,33;https://tophotels.ru/hotel/al209244/reviews
Sesam Apart Hotel;Пляжный;2-я линия от моря;;5;https://tophotels.ru/hotel/al172564/reviews
Alanya Buyuk;Аланья-центр;через дорогу;4;5;https://tophotels.ru/hotel/al26502/reviews
Green Wood Hill;Каргыджа;----;;5;https://tophotels.ru/hotel/al325942/reviews
The S Apart & Suites Hotel;"100%

                            для отдыха с семьёй                        




                            5,00                        
                        Размещение                    


                            5,00                        
                        Серви";----;;5;https://tophotels.ru/hotel/al324882/reviews
Bella Vista;Аланья-центр;2-я линия от моря;3;4,83;https://tophotels.ru/hotel/al93228/reviews
Kleopatra;Пляжный;1-я линия от моря;3;4,67;https://tophotels.ru/hotel/al54070/reviews
Erkaptan Apart Hotel;Пляжный;2-я линия от моря;;4,67;https://tophotels.ru/hotel/al172437/reviews
Grand Horizon Apart Hotel;Аланья-центр;2-я линия от моря;;4,67;https://tophotels.ru/hotel/al105314/reviews
